Symbol,Company Name,Industry,Market Cap
SNOW,Snowflake,IT Services,44616703896
SNP,China Petroleum & Chemical,"Oil, Gas & Consumable Fuels",71230144467
SNPO,Snap One Holdings,Electronics & Computer Distribution,876395520
SNPS,Synopsys,Software,51653381926
SNPX,Synaptogenix,Biotechnology,34701976
SNRH,Senior Connect Acquisition I,Blank Check / SPAC,512324990
SNSE,Sensei Biotherapeutics,Biotechnology,59419872
SNT,Senstar Technologies,"Electronic Equipment, Instruments & C...",42890400
SNTG,Sentage Holdings,Credit Services,9058000
SNTI,Senti Biosciences,Biotechnology,78582774
SNV,Synovus Financial,Banks,5886999000
SNX,Synnex,"Electronic Equipment, Instruments & C...",9261811662
SNY,Sanofi,Pharmaceuticals,1.25819E+11
SO,The Southern Company,Electric Utilities,77234577346
SOFI,SoFi Technologies,Consumer Finance,5165609980
SOHO,Sotherly Hotels,Equity Real Estate Investment Trusts ...,77172368
SOHU,Sohu.com,Interactive Media & Services,623381248
SOI,Solaris Oilfield Infrastructure,Energy Equipment & Services,468587290
SOL,ReneSola,Construction & Engineering,329631868
SOLO,Electrameccanica Vehicles,Automobiles,167241502
SON,Sonoco Products Company,Containers & Packaging,6046515673
SOND,Sonder Holdings,Lodging,247732239
SONM,Sonim Technologies,"Technology Hardware, Storage & Periph...",24931179
SONN,Sonnet BioTherapeutics Holdings,Biotechnology,17570489
SONO,Sonos,Household Durables,2732988143
SONX,Sonendo,Medical Devices,50476139
SONY,Sony Group,Household Durables,1.06591E+11
SOPA,Society Pass,Software-Application,45379723
SOPH,SOPHiA GENETICS,Health Information Services,224342352
SOS,SOS Limited,Professional Services,32123234
SOTK,Sono-Tek,"Electronic Equipment, Instruments & C...",91654621
SOUN,SoundHound AI,Software-Application,804194430
SOVO,Sovos Brands,Packaged Foods,1443807478
SP,SP Plus,Commercial Services & Supplies,780197418
SPB,Spectrum Brands Holdings,Household Products,2914275014
SPCB,SuperCom,"Electronic Equipment, Instruments & C...",9624131
SPCE,Virgin Galactic Holdings,Aerospace & Defense,1841160828
SPCM,"Sound Point Acquisition Corp I,",Blank Check / SPAC,276375000
SPFI,South Plains Financial,Banks,443988720
SPG,Simon Property Group,Equity Real Estate Investment Trusts ...,39106752452
SPGI,S&P Global,Capital Markets,1.20335E+11
SPGS,Simon Property Group Acquisition Holdings,Blank Check / SPAC,424781279
SPH,Suburban Propane Partners,Gas Utilities,1018904758
SPI,SPI Energy Co.,Semiconductors & Semiconductor Equipment,46215792
SPIR,Spire Global,Specialty Business Services,184599360
SPK,SPK Acquisition,Blank Check / SPAC,66094725
SPKB,Silver Spike Acquisition II,Blank Check / SPAC,352187254
SPLK,Splunk,Software,16630624206
SPLP,Steel Partners Holdings LP,Industrial Conglomerates,870042600
SPNE,SeaSpine Holdings,Health Care Equipment & Supplies,213073146
SPNS,Sapiens International,Software,1431689851
SPNT,SiriusPoint,Insurance-Reinsurance,746110781
SPOK,Spok Holdings,Wireless Telecommunication Services,126630484
SPOT,Spotify Technology,Entertainment,21273407442
SPPI,Spectrum Pharmaceuticals,Biotechnology,151291551
SPR,Spirit AeroSystems Holdings,Aerospace & Defense,3529621470
SPRB,Spruce Biosciences,Biotechnology,46750900
SPRC,SciSparc,Biotechnology,5801485
SPRO,Spero Therapeutics,Biotechnology,25863342
SPSC,SPS Commerce,Software,4189197306
SPT,Sprout Social,Software,2952820176
SPTK,SportsTek Acquisition,Blank Check / SPAC,212282812
SPTN,SpartanNash Company,Food & Staples Retailing,1111246589
SPWH,Sportsman's Warehouse Holdings,Specialty Retail,435472286
SPWR,SunPower,Semiconductors & Semiconductor Equipment,2886109183
SPXC,SPX Corporation,Machinery,2562499561
SQ,Block,IT Services,41465401291
SQFT,Presidio Property Trust,REIT-Diversified,38082044
SQL,SeqLL,Diagnostics & Research,10696571
SQM,Sociedad Quimica y Minera de Chile,Chemicals,27252723679
SQNS,Sequans Communications,Semiconductors & Semiconductor Equipment,131528183
SQSP,Squarespace,Software-Infrastructure,2703022579
SQZ,SQZ Biotechnologies Company,Biotechnology,82192454
SR,Spire,Gas Utilities,3720468217
SRAD,Sportradar Group AG,Software-Application,2666512121
SRAX,"SRAX, Inc.",Media,63992416
SRC,Spirit Realty Capital,Equity Real Estate Investment Trusts ...,5752411640
SRCE,1st Source,Banks,1163995502
SRCL,Stericycle,Commercial Services & Supplies,4136596957
SRDX,SurModics,Health Care Equipment & Supplies,533718500
SRE,Sempra Energy,Multi-Utilities,49745051558
SRG,Seritage Growth Properties,Equity Real Estate Investment Trusts ...,661086392
SRGA,Surgalign Holdings,Medical Devices,20468187
SRI,Stoneridge,Auto Components,482932736
SRL,Scully Royalty,Capital Markets,124757456
SRLP,Sprague Resources LP,"Oil, Gas & Consumable Fuels",502199128
SRNE,Sorrento Therapeutics,Biotechnology,999591166
SRPT,Sarepta Therapeutics,Biotechnology,7280082867
SRRK,Scholar Rock Holding,Biotechnology,369141630
SRSA,Sarissa Capital Acquisition,Blank Check / SPAC,248499990
SRT,Startek,IT Services,126126486
SRTS,Sensus Healthcare,Health Care Equipment & Supplies,178282453
SRZN,Surrozen,Biotechnology,120130581
SSAA,Science Strategic Acquisition Alpha,Blank Check / SPAC,383467519
SSB,South State,Banks,6146733026
SSBI,Summit State Bank,Banks,104867212
SSBK,Southern States Bancshares,Banks-Regional,201947230
SSD,Simpson Manufacturing Company,Building Products,4617246102
SSIC,Silver Spike Investment,Drug Manufacturers-Specialty & Generic,62018604
SSKN,STRATA Skin Sciences,Health Care Equipment & Supplies,38195300
SSL,Sasol,Chemicals,13279755249
SSNC,SS&C Technologies Holdings,Software,15788778446
SSNT,SilverSun Technologies,Software,14843560
SSP,The E.W. Scripps Company,Media,1216874102
SSRM,SSR Mining,Metals & Mining,3378149111
SSSS,SuRo Capital,Capital Markets,200146320
SST,System1,Interactive Media & Services,702793660
SSTI,ShotSpotter,Software,379303584
SSTK,Shutterstock,Internet & Direct Marketing Retail,2161713627
SSU,SIGNA Sports United,Specialty Retail,1901785338
SSY,SunLink Health Systems,Health Care Providers & Services,6995873
SSYS,Stratasys,"Technology Hardware, Storage & Periph...",1318862959
ST,Sensata Technologies Holding,Electrical Equipment,6949899764
STAA,STAAR Surgical Company,Health Care Equipment & Supplies,3652305130
STAB,Statera Biopharma,Biotechnology,10754429
STAF,Staffing 360 Solutions,Professional Services,7428445
STAG,Stag Industrial,Equity Real Estate Investment Trusts ...,5761521133
STAR,iStar,Equity Real Estate Investment Trusts ...,1265914353
STBA,S&T Bancorp,Banks,1169772030
STC,Stewart Information Services,Insurance,1397049070
STCN,Steel Connect,IT Services,81538382
STE,Steris,Health Care Equipment & Supplies,21824446254
STEM,"Stem, Inc.",Electrical Equipment,1296922877
STEP,StepStone Group,Asset Management,2757143800
STER,Sterling Check,Software-Infrastructure,1779862136
STET,ST Energy Transition I,Blank Check / SPAC,299460000
STG,Sunlands Technology Group,Diversified Consumer Services,77110420
STGW,Stagwell,Advertising Agencies,2886763519
STIM,Neuronetics,Health Care Equipment & Supplies,95309032
STKL,SunOpta,Food Products,943590653
STKS,The ONE Group Hospitality,"Hotels, Restaurants & Leisure",255372827
STLA,Stellantis,Automobiles,40977154041
STLD,Steel Dynamics,Metals & Mining,13208299510
STM,STMicroelectronics,Semiconductors & Semiconductor Equipment,31783749617
STN,Stantec,Professional Services,5253109748
STNE,StoneCo,IT Services,2888036607
STNG,Scorpio Tankers,"Oil, Gas & Consumable Fuels",2392672239
STOK,Stoke Therapeutics,Biotechnology,545912507
STON,StoneMor,Diversified Consumer Services,407633120
STOR,STORE Capital,Equity Real Estate Investment Trusts ...,7839070199
STR,Sitio Royalties,Oil & Gas E&P,2317359601
STRA,Strategic Education,Diversified Consumer Services,1728487259
STRC,Sarcos Technology & Robotics,Computer Hardware,523066237
STRE,Supernova Partners Acquisition Company III,Blank Check / SPAC,345496665
STRL,Sterling Construction Company,Construction & Engineering,710281974
STRM,Streamline Health Solutions,Health Care Technology,77137496
STRN,Stran & Company,Advertising Agencies,34786860
STRO,Sutro Biopharma,Biotechnology,283012635
STRR,Star Equity Holdings,Diagnostics & Research,15082200
STRS,Stratus Properties,Real Estate Management & Development,256554102
STRT,STRATTEC Security,Auto Components,117288171
STRY,Starry Group Holdings,Telecom Services,141136385
STSA,Satsuma Pharmaceuticals,Pharmaceuticals,133437883
STSS,Sharps Technology,Medical Instruments & Supplies,8464855
STT,State Street,Capital Markets,25145141241
STTK,Shattuck Labs,Biotechnology,179688223
STVN,Stevanato Group S.p.A.,Medical Instruments & Supplies,4269610741
STWD,Starwood Property Trust,Mortgage Real Estate Investment Trust...,7208456182
STX,Seagate Technology Holdings,"Technology Hardware, Storage & Periph...",16069198775
STXS,Stereotaxis,Health Care Equipment & Supplies,160522446
STZ,Constellation Brands,Beverages,45916225468
SU,Suncor Energy,"Oil, Gas & Consumable Fuels",44061741047
SUAC,ShoulderUp Technology Acquisition,Blank Check / SPAC,415491960
SUI,Sun Communities,Equity Real Estate Investment Trusts ...,19930716059
SUM,Summit Materials,Construction Materials,3048161000
SUMO,Sumo Logic,Software,832113087
SUN,Sunoco LP,"Oil, Gas & Consumable Fuels",3272397554
SUNL,Sunlight Financial Holdings,Credit Services,423622400
SUNW,Sunworks,Electrical Equipment,53674266
SUP,Superior Industries International,Auto Components,111172653
SUPN,Supernus Pharmaceuticals,Pharmaceuticals,1631773168
SUPV,Grupo Supervielle,Banks,140670526
SURF,Surface Oncology,Biotechnology,95566975
SURG,SurgePays,Wireless Telecommunication Services,73540226
SUZ,Suzano,Paper & Forest Products,11631396862
SVC,Service Properties Trust,Equity Real Estate Investment Trusts ...,1048327869
SVFA,SVF Investment,Blank Check / SPAC,637953782
SVFB,SVF Investment 2,Blank Check / SPAC,290230850
SVFD,Save Foods,Agricultural Inputs,11643841
SVM,Silvercorp Metals,Metals & Mining,418504447
SVNA,7 Acquisition,Blank Check / SPAC,248749999
SVRA,Savara,Biotechnology,195010111
SVRE,SaverOne 2014,Scientific & Technical Instruments,11619486
SVT,Servotronics,Electrical Equipment,26761077
SVVC,Firsthand Technology Value Fund,Securities and Commodity Exchanges,11511408
SWAG,"Software Acquisition Group, Inc. III",Blank Check / SPAC,285953273
SWAV,ShockWave Medical,Health Care Equipment & Supplies,7450442112
SWBI,Smith & Wesson Brands,Leisure Products,633365428
SWCH,Switch,IT Services,8146752505
SWET,Athlon Acquisition,Blank Check / SPAC,339824890
SWI,SolarWinds,Software,1752801916
SWIM,Latham Group,Building Products & Equipment,691137725
SWIR,Sierra Wireless,Communications Equipment,842675886
SWK,Stanley Black & Decker,Machinery,17258317771
SWKH,SWK Holdings,Diversified Financial Services,225454578
SWKS,Skyworks Solutions,Semiconductors & Semiconductor Equipment,17032406993
SWN,Southwestern Energy Company,"Oil, Gas & Consumable Fuels",8025334271
SWSS,Springwater Special Situations,Blank Check / SPAC,223244283
SWTX,Springworks Therapeutics,Biotechnology,1371232894
SWVL,Swvl Holdings,Software-Application,229445103
SWX,Southwest Gas Holdings,Gas Utilities,5673729494
SXC,SunCoke Energy,Metals & Mining,593671296
SXI,Standex International,Machinery,1090135213
SXT,Sensient Technologies,Chemicals,3505115108
SXTC,China SXT Pharmaceuticals,Personal Products,4407090
SY,So-Young International,Interactive Media & Services,95236935
SYBT,Stock Yards Bancorp,Banks,1847572826
SYBX,Synlogic,Biotechnology,70953207
SYF,Synchrony Financial,Consumer Finance,15811330018
SYK,Stryker,Health Care Equipment & Supplies,76201803673
SYM,Symbotic,Shell Companies,10571984878
SYN,Synthetic Biologics,Biotechnology,24557850
SYNA,Synaptics,Semiconductors & Semiconductor Equipment,5333505417
SYNH,Syneos Health,Life Sciences Tools & Services,7763901901
SYNL,Synalloy,Metals & Mining,139980800
SYPR,Sypris Solutions,Auto Components,45779292
SYRS,Syros Pharmaceuticals,Biotechnology,56060207
SYTA,Siyata Mobile,Communications Equipment,12841840
SYY,Sysco,Food & Staples Retailing,44762562502
SZZL,Sizzle Acquisition,Blank Check / SPAC,218141422
T,"AT&T, Inc.",Diversified Telecommunication Services,1.32045E+11
TA,TravelCenters of America,Specialty Retail,597623140
TAC,TransAlta,Independent Power and Renewable Elect...,3056583423
TACT,TransAct Technologies,"Technology Hardware, Storage & Periph...",42811243
TAIT,Taitron Components,"Electronic Equipment, Instruments & C...",21212409
TAK,Takeda Pharmaceutical Company,Pharmaceuticals,45432004604
TAL,TAL Education Group,Diversified Consumer Services,3218355708
TALK,Talkspace,Medical Care Facilities,263427343
TALO,Talos Energy,"Oil, Gas & Consumable Fuels",1377512571
TALS,Talaris Therapeutics,Biotechnology,162531439
TANH,Tantech Holdings,Chemicals,7914011
TAOP,Taoping,IT Services,14338858
TAP,Molson Coors Beverage Company,Beverages,12627976161
TARA,Protara Therapeutics,Biotechnology,34993405
TARO,Taro Pharmaceutical Industries,Pharmaceuticals,1411688806
TARS,Tarsus Pharmaceuticals,Biotechnology,391486936
TASK,TaskUs,Information Technology Services,1979569023
TAST,Carrols Restaurant Group,"Hotels, Restaurants & Leisure",108641623
TATT,TAT Technologies,Aerospace & Defense,55540931
TAYD,Taylor Devices,Machinery,29973909
TBBK,The Bancorp,Banks,1313608689
TBCP,Thunder Bridge Capital Partners III,Blank Check / SPAC,519089529
TBI,TrueBlue,Professional Services,637483836
TBK,Triumph Bancorp,Banks,1699317992
TBLA,Taboola.com,Internet Content & Information,681560382
TBLD,Thornburg Income Builder Opportunities Trust,n/a,489890597
TBLT,Toughbuilt Industries,"Textiles, Apparel & Luxury Goods",12521930
TBNK,Territorial Bancorp,Thrifts & Mortgage Finance,196887389
TBPH,Theravance Biopharma,Pharmaceuticals,703306296
TBSA,TB SA Acquisition,Blank Check / SPAC,245000000
TC,TuanChe,Internet Content & Information,36407243
TCBC,TC Bancshares,Banks-Regional,63319859
TCBI,Texas Capital Bancshares,Banks,2881827565
TCBK,TriCo Bancshares,Banks,1594099967
TCBP,TC BioPharm (Holdings),Biotechnology,10007587
TCBS,Texas Community Bancshares,Banks-Regional,52026427
TCBX,Third Coast Bancshares,Banks-Regional,288789323
TCDA,Tricida,Pharmaceuticals,496052828
TCFC,The Community Financial Corporation,Banks,199337692
TCI,Transcontinental Realty Investors,Real Estate Management & Development,373650590
TCMD,Tactile Systems Technology,Health Care Equipment & Supplies,152934431
TCN,Tricon Residential,Real Estate Services,2915785727
TCOA,Trajectory Alpha Acquisition,Blank Check / SPAC,211959375
TCOM,Trip.com Group,Internet & Direct Marketing Retail,17310984165
TCON,TRACON Pharmaceuticals,Biotechnology,35603055
TCPC,Blackrock TCP Capital,Capital Markets,735377716
TCRR,TCR2 Therapeutics,Biotechnology,121420845
TCRT,Alaunos Therapeutics,Biotechnology,224589040
TCRX,TScan Therapeutics,Biotechnology,78582024
TCS,The Container Store Group,Specialty Retail,379801887
TCVA,TCV Acquisition,Blank Check / SPAC,499757850
TCX,Tucows,IT Services,514442483
TD,The Toronto-Dominion Bank,Banks,1.16166E+11
TDC,Teradata,Software,4000587000
TDCX,"TDCX, Inc.",Specialty Business Services,1141324282
TDG,TransDigm Group,Aerospace & Defense,32005433099
TDOC,Teladoc Health,Health Care Technology,6782581229
TDS,Telephone & Data Systems,Wireless Telecommunication Services,1718850045
TDUP,ThredUp,Internet Retail,209985503
TDW,Tidewater,Energy Equipment & Services,877686334
TDY,Teledyne Technologies,Aerospace & Defense,18780718800
TEAM,Atlassian,Software,49696128898
TECH,Bio-Techne,Life Sciences Tools & Services,14167216850
TECK,Teck Resources,Metals & Mining,14252732390
TEDU,Tarena International,Diversified Consumer Services,57051931
TEF,Telefonica,Diversified Telecommunication Services,26623858686
TEKK,Tekkorp Digital Acquisition,Blank Check / SPAC,310624990
TEL,TE Connectivity,"Electronic Equipment, Instruments & C...",40712064952
TELA,TELA Bio,Health Care Equipment & Supplies,117043103
TELL,Tellurian,"Oil, Gas & Consumable Fuels",2153565181
TEN,Tenneco,Auto Components,1571714809
TENB,Tenable Holdings,Software,5395303896
TENX,Tenax Therapeutics,Biotechnology,6868879
TEO,Telecom Argentina,Diversified Telecommunication Services,1692800253
TER,Teradyne,Semiconductors & Semiconductor Equipment,16093978600
TERN,Terns Pharmaceuticals,Biotechnology,54603290
TESS,TESSCO Technologies,Communications Equipment,52604928
TETC,Tech & Energy Transition,Blank Check / SPAC,471625019
TETE,Technology & Telecommunication Acquisition,Blank Check / SPAC,129800000
TEVA,Teva Pharmaceutical Industries,Pharmaceuticals,8195018235
TEX,Terex,Machinery,2196116968
TFC,Truist Financial,Banks,65139015650
TFFP,TFF Pharmaceuticals,Pharmaceuticals,134227407
TFII,TFI International,Road & Rail,8391440296
TFSL,TFS Financial,Thrifts & Mortgage Finance,3967661567
TFX,Teleflex,Health Care Equipment & Supplies,12338010096
TG,Tredegar,Chemicals,345301599
TGA,TransGlobe Energy,"Oil, Gas & Consumable Fuels",257314958
TGAA,Target Global Acquisition I,Blank Check / SPAC,267815146
TGB,Taseko Mines,Metals & Mining,291166847
TGH,Textainer Group Holdings,Trading Companies & Distributors,1511609725
TGI,Triumph Group,Aerospace & Defense,966847865
TGLS,Tecnoglass,Construction Materials,981624111
TGNA,Tegna,Media,4699948532
TGR,Kimbell Tiger Acquisition,Blank Check / SPAC,252526260
TGS,Transportadora de Gas del Sur,"Oil, Gas & Consumable Fuels",745232380
TGT,Target,Multiline Retail,73027485559
TGTX,TG Therapeutics,Biotechnology,931605756
TGVC,TG Venture Acquisition,Blank Check / SPAC,143888136
TH,Target Hospitality,"Hotels, Restaurants & Leisure",1359053950
THAC,Thrive Acquisition,Blank Check / SPAC,217781260
THC,Tenet Healthcare,Health Care Providers & Services,6758541270
THCA,Tuscan Holdings II,Shell Companies,76464300
THCP,Thunder Bridge Capital Partners IV,Blank Check / SPAC,295492890
THFF,First Financial,Banks,562831712
THG,The Hanover Insurance Group,Insurance,5000778720
THM,International Tower Hill Mines,Metals & Mining,108261991
THMO,ThermoGenesis Holdings,Health Care Equipment & Supplies,6577494
THO,Thor Industries,Automobiles,4584429492
THR,Thermon Group Holdings,Electrical Equipment,504364251
THRM,Gentherm,Auto Components,2041904964
THRN,Thorne HealthTech,Packaged Foods,267885148
THRX,Theseus Pharmaceuticals,Biotechnology,255050140
THRY,Thryv Holdings,Media,792281134
THS,TreeHouse Foods,Food Products,2492832239
THTX,Theratechnologies,Biotechnology,214023600
TIG,Trean Insurance Group,Biotechnology,268247117
TIGO,Millicom International Cellular,Wireless Telecommunication Services,2400681462
TIGR,UP Fintech Holding,Capital Markets,602161980
TIL,Instil Bio,Biotechnology,801622781
TILE,Interface,Commercial Services & Supplies,846815733
TIMB,TIM S.A.,Telecom Services,5762940410
TINV,Tiga Acquisition,Blank Check / SPAC,355350010
TIOA,Tio Tech A,Blank Check / SPAC,422193759
TIPT,Tiptree,Insurance,389124953
TIRX,Tian Ruixiang Holdings,Insurance Brokers,9403538
TISI,"Team, Inc.",Commercial Services & Supplies,34781879
TITN,Titan Machinery,Trading Companies & Distributors,586991079
TIVC,Tivic Health Systems,Medical Devices,20686182
TIXT,TELUS International,Software-Infrastructure,7302739433
TJX,The TJX Companies,Specialty Retail,74153099207
TK,Teekay,"Oil, Gas & Consumable Fuels",309146720
TKAT,Takung Art Co.,Interactive Media & Services,42331436
TKC,Turkcell Iletisim Hizmetleri A.S.,Wireless Telecommunication Services,2201781758
TKLF,Yoshitsu ,Household & Personal Products,58725163
TKNO,Alpha Teknova,Drug Manufacturers-Specialty & Generic,201906000
TKR,The Timken Company,Machinery,4430786021
TLGA,TLG Acquisition One,Blank Check / SPAC,492999960
TLGY,TLGY Acquisition,Blank Check / SPAC,288649979
TLIS,Talis Biomedical,Medical Devices,22293327
TLK,Telkom Indonesia,Diversified Telecommunication Services,27782608875
TLRY,Tilray,Pharmaceuticals,1879821437
TLS,Telos,Software,520669528
TLSA,Tiziana Life Sciences,Biotechnology,74669511
TLYS,Tilly's,Specialty Retail,237333372
TM,Toyota Motor,Automobiles,2.19183E+11
TMAC,The Music Acquisition,Blank Check / SPAC,282612250
TMBR,Timber Pharmaceuticals,Biotechnology,15989746
TMC,TMC the metals company,Metals & Mining,196492415
TMCI,Treace Medical Concepts,Medical Devices,904915642
TMDI,Titan Medical,Health Care Equipment & Supplies,63363471
TMDX,TransMedics Group,Health Care Equipment & Supplies,971214365
TME,Tencent Music Entertainment Group,Entertainment,7746515453
TMHC,Taylor Morrison Home,Household Durables,3262555639
TMKR,Tastemaker Acquisition,Blank Check / SPAC,343620000
TMO,Thermo Fisher Scientific,Life Sciences Tools & Services,2.22131E+11
TMP,Tompkins Financial,Banks,1084056432
TMPM,Turmeric Acquisition,Blank Check / SPAC,125331485
TMQ,Trilogy Metals,Metals & Mining,97378175
TMST,TimkenSteel,Metals & Mining,876568762
TMUS,T-Mobile US,Wireless Telecommunication Services,1.68682E+11
TMX,Terminix Global Holdings,Personal Services,5168737790
TNC,Tennant Company,Machinery,1169226876
TNDM,Tandem Diabetes Care,Health Care Equipment & Supplies,3975281867
TNET,TriNet Group,Professional Services,5037335477
TNGX,Tango Therapeutics,Biotechnology,365653469
TNK,Teekay Tankers,"Oil, Gas & Consumable Fuels",699759360
TNL,Travel + Leisure Co.,"Hotels, Restaurants & Leisure",3828345075
TNON,Tenon Medical,Medical Devices,21349920
TNP,Tsakos Energy Navigation,"Oil, Gas & Consumable Fuels",331556192
TNXP,Tonix Pharmaceuticals Holding,Biotechnology,54827160
TNYA,Tenaya Therapeutics,Biotechnology,203662239
TOAC,Talon 1 Acquisition,Blank Check / SPAC,291525020
TOI,The Oncology Institute,Medical Care Facilities,483960763
TOL,Toll Brothers,Household Durables,5569485783
TOMZ,TOMI Environmental Solutions,Commercial Services & Supplies,15194178
TOP,Zhong Yang Financial Group,Capital Markets,765492852
TOPS,Top Ships,"Oil, Gas & Consumable Fuels",15912694
TOST,Toast,Software-Infrastructure,7355715571
TOUR,Tuniu,"Hotels, Restaurants & Leisure",159565247
TOWN,TowneBank,Banks,2085733096
TPB,Turning Point Brands,Tobacco,553160169
TPBA,TPB Acquisition I,Blank Check / SPAC,218249999
TPC,Tutor Perini,Construction & Engineering,449025789
TPG,TPG Inc.,Asset Management,8283038197
TPGY,TPG Pace Beneficial Finance,Shell Companies,434874970
TPH,TRI Pointe Homes,Household Durables,1852860667
TPHS,Trinity Place Holdings,Real Estate Management & Development,38324416
TPIC,TPI Composites,Electrical Equipment,454173788
TPL,Texas Pacific Land,"Oil, Gas & Consumable Fuels",13702302479
TPR,Tapestry,"Textiles, Apparel & Luxury Goods",8586447859
TPST,Tempest Therapeutics,Biotechnology,22710600
TPTX,Turning Point Therapeutics,Biotechnology,3726419925
TPVG,TriplePoint Venture Growth BDC,Capital Markets,411854355
TPX,Tempur Sealy International,Household Durables,4390355440
TR,Tootsie Roll Industries,Food Products,2340160508
TRAQ,Trine II Acquisition,Blank Check / SPAC,516464990
TRC,Tejon Ranch Company,Real Estate Management & Development,413086455
TRCA,Twin Ridge Capital Acquisition,Blank Check / SPAC,261033266
TRDA,Entrada Therapeutics,Biotechnology,349412795
TREE,LendingTree,Thrifts & Mortgage Finance,621399551
TREX,Trex Company,Building Products,6984398789
TRGP,Targa Resources,"Oil, Gas & Consumable Fuels",14625430520
TRHC,Tabula Rasa HealthCare,Health Care Technology,113736915
TRI,Thomson Reuters,Professional Services,52933697524
TRIB,Trinity Biotech,Health Care Equipment & Supplies,50683108
TRIN,Trinity Capital,Asset Management,555543735
TRIP,TripAdvisor,Interactive Media & Services,2870049788
TRIS,Tristar Acquisition I,Blank Check / SPAC,282900000
TRKA,Troika Media Group,Advertising Agencies,53249435
TRMB,Trimble,"Electronic Equipment, Instruments & C...",16054113239
TRMD,Torm PLC,Oil & Gas Midstream,1179975411
TRMK,Trustmark,Banks,1884473976
TRMR,Tremor International,Advertising Agencies,745793784
TRN,Trinity Industries,Machinery,2030213482
TRNO,Terreno Realty,Equity Real Estate Investment Trusts ...,4512532468
TRNS,Transcat,Trading Companies & Distributors,458212913
TRON,Corner Growth Acquisition 2,Blank Check / SPAC,230595904
TROO,TROOPS,Software-Application,262123054
TROW,T. Rowe Price Group,Capital Markets,27327918069
TROX,Tronox Holdings,Chemicals,2577296111
TRP,TC Energy,"Oil, Gas & Consumable Fuels",54058749908
TRQ,Turquoise Hill Resources,Metals & Mining,5123154930
TRS,TriMas,Machinery,1177964144
TRST,TrustCo Bank Corp NY,Thrifts & Mortgage Finance,619906037
TRT,Trio-Tech International,Semiconductors & Semiconductor Equipment,18252185
TRTL,TortoiseEcofin Acquisition III,Blank Check / SPAC,418312470
TRTN,Triton International,Trading Companies & Distributors,3763535593
TRTX,TPG RE Finance Trust,Mortgage Real Estate Investment Trust...,792698166
TRU,TransUnion,Professional Services,16871556087
TRUE,TrueCar,Interactive Media & Services,234192718
TRUP,Trupanion,Insurance,2746597062
TRV,The Travelers Companies,Insurance,37965332460
TRVG,Trivago,Interactive Media & Services,546696831
TRVI,Trevi Therapeutics,Pharmaceuticals,135399600
TRVN,Trevena,Biotechnology,44922127
TRX,TRX Gold,Metals & Mining,115002543
TS,Tenaris,Energy Equipment & Services,15346968572
TSAT,Telesat,Communication Equipment,581901436
TSBK,Timberland Bancorp,Thrifts & Mortgage Finance,209722207
TSCO,Tractor Supply Company,Specialty Retail,21690562370
TSE,Trinseo,Chemicals,1553421403
TSEM,Tower Semiconductor,Semiconductors & Semiconductor Equipment,5076315630
TSHA,Taysha Gene Therapies,Biotechnology,177187759
TSIB,Tishman Speyer Innovation II,Blank Check / SPAC,369375000
TSLA,Tesla,Automobiles,8.34605E+11
TSLX,Sixth Street Specialty Lending,Capital Markets,1424709492
TSM,Taiwan Semiconductor Manufacturing Company,Semiconductors & Semiconductor Equipment,4.47552E+11
TSN,Tyson Foods,Food Products,30258036730
TSP,TuSimple Holdings,Trucking,2138177144
TSPQ,TCW Special Purpose Acquisition,Blank Check / SPAC,568897596
TSQ,Townsquare Media,Media,135491327
TSRI,"TSR, Inc.",IT Services,18781437
TSVT,2seventy bio,Biotechnology,500754144
TT,Trane Technologies,Building Products,32553312139
TTC,The Toro Company,Machinery,8733769669
TTCF,Tattooed Chef,Food Products,529391935
TTD,The Trade Desk,Software,22643339258
TTE,TotalEnergies SE,"Oil, Gas & Consumable Fuels",1.30762E+11
TTEC,TTEC Holdings,IT Services,3238400991
TTEK,Tetra Tech,Commercial Services & Supplies,7810383317
TTGT,TechTarget,Media,1749088116
TTI,TETRA Technologies,Energy Equipment & Services,510812000
TTM,Tata Motors,Automobiles,21453866995
TTMI,TTM Technologies,"Electronic Equipment, Instruments & C...",1284872703
TTNP,Titan Pharmaceuticals,Pharmaceuticals,18579084
TTOO,T2 Biosystems,Biotechnology,23440461
TTSH,Tile Shop Holdings,Specialty Retail,170371581
TTWO,Take-Two Interactive Software,Entertainment,21182386140
TU,TELUS,Diversified Telecommunication Services,31245373429
TUEM,Tuesday Morning,Discount Stores,19769293
TUFN,Tufin Software Technologies,Software,480560180
TUP,Tupperware Brands,Household Durables,319083294
TURN,180 Degree Capital,Capital Markets,62730362
TUSK,Mammoth Energy Services,Energy Equipment & Services,115601047
TUYA,"Tuya, Inc.",Software-Infrastructure,1302019709
TV,Grupo Televisa SAB,Media,4444727804
TVTX,Travere Therapeutics,Biotechnology,1493853936
TVTY,Tivity Health,Health Care Providers & Services,1622802935
TW,Tradeweb Markets,Capital Markets,16187905000
TWCB,Bilander Acquisition,Blank Check / SPAC,380621472
TWI,Titan International,Machinery,978700793
TWIN,"Twin Disc,",Machinery,111397056
TWKS,Thoughtworks Holding,Information Technology Services,4608326131
TWLO,Twilio,IT Services,15729768426
TWLV,Twelve Seas Investment Company II,Blank Check / SPAC,435370302
TWND,Tailwind Acquisition,Blank Check / SPAC,416098910
